date,temperature_c,rainfall_mm
2012-04-07,28.53,6.93
2012-04-08,27.41,12.64
2012-04-09,25.62,9.93
2012-04-10,26.78,13.62
2012-04-11,27.45,8.83
2012-04-12,27.28,1.22
2012-04-13,28.05,0.11
2012-04-14,27.54,17.64
2012-04-15,27.0,7.01
2012-04-16,27.07,7.7
2012-04-17,26.33,6.88
2012-04-18,26.38,2.12
2012-04-19,27.14,3.14
2012-04-20,26.33,8.08
2012-04-21,27.97,0.54
2012-04-22,27.3,8.25
2012-04-23,26.73,8.18
2012-04-24,25.88,7.41
2012-04-25,25.86,2.09
2012-04-26,26.73,2.99
2012-04-27,26.86,0.91
2012-04-28,27.47,0.08
2012-04-29,27.5,0.97
2012-04-30,27.06,6.83
2012-05-01,27.34,0.77
2012-05-02,27.16,0.0
2012-05-03,26.67,0.0
2012-05-04,26.75,0.0
2012-05-05,27.19,0.0
2012-05-06,27.51,0.0
2012-05-07,28.2,0.09
2012-05-08,28.25,0.1
2012-05-09,28.11,0.25
2012-05-10,28.03,0.09
2012-05-11,28.1,0.04
2012-05-12,28.01,0.01
2012-05-13,28.16,0.0
2012-05-14,28.43,0.0
2012-05-15,28.33,0.0
2012-05-16,28.31,0.0
2012-05-17,28.71,0.0
2012-05-18,29.31,0.0
2012-05-19,28.7,0.0
2012-05-20,28.27,0.01
2012-05-21,28.64,0.16
2012-05-22,27.95,0.06
2012-05-23,27.59,0.01
2012-05-24,27.88,0.82
2012-05-25,27.51,0.7
2012-05-26,27.1,0.14
2012-05-27,27.73,0.26
2012-05-28,28.56,0.2
2012-05-29,28.39,0.06
2012-05-30,27.92,0.02
2012-05-31,28.01,0.0
2012-06-01,27.98,0.0
2012-06-02,28.84,0.01
2012-06-03,28.74,0.05
2012-06-04,28.41,0.05
2012-06-05,28.73,0.07
2012-06-06,28.32,0.85
2012-06-07,28.01,0.96
2012-06-08,27.83,0.5
2012-06-09,28.27,0.0
2012-06-10,28.05,0.0
2012-06-11,28.57,0.0
2012-06-12,28.28,3.17
2012-06-13,27.04,2.66
2012-06-14,27.5,0.87
2012-06-15,27.77,0.05
2012-06-16,28.28,0.15
2012-06-17,28.49,0.79
2012-06-18,27.28,3.33
2012-06-19,26.61,2.9
2012-06-20,26.86,1.45
2012-06-21,27.15,0.77
2012-06-22,27.03,0.14
2012-06-23,28.03,0.17
2012-06-24,27.43,1.32
2012-06-25,27.44,1.73
2012-06-26,27.2,1.0
2012-06-27,27.0,0.07
2012-06-28,26.41,2.56
2012-06-29,27.02,0.72
2012-06-30,26.78,0.14
2012-07-01,27.16,2.99
2012-07-02,27.18,4.77
2012-07-03,27.51,0.7
2012-07-04,28.27,0.07
2012-07-05,28.56,0.01
2012-07-06,28.22,0.04
2012-07-07,28.01,0.25
2012-07-08,28.17,1.08
2012-07-09,26.46,6.45
2012-07-10,27.27,2.51
2012-07-11,28.52,0.3
2012-07-12,29.33,0.56
2012-07-13,27.89,4.99
2012-07-14,26.63,13.85
2012-07-15,26.53,4.74
2012-07-16,27.49,0.44
2012-07-17,27.09,0.04
2012-07-18,27.56,0.04
2012-07-19,28.05,0.0
2012-07-20,28.37,0.0
2012-07-21,28.71,0.0
2012-07-22,28.3,0.65
2012-07-23,27.85,2.04
2012-07-24,27.38,0.12
2012-07-25,27.39,0.2
2012-07-26,27.42,0.03
2012-07-27,27.97,0.0
2012-07-28,27.71,0.0
2012-07-29,28.0,0.0
2012-07-30,27.58,0.0
2012-07-31,27.81,0.0
2012-08-01,28.15,0.0
2012-08-02,28.14,0.0
2012-08-03,28.5,0.0
2012-08-04,27.68,0.05
2012-08-05,28.06,0.12
2012-08-06,28.12,0.1
2012-08-07,28.44,0.57
2012-08-08,28.64,1.11
2012-08-09,28.44,0.61
2012-08-10,28.3,0.35
2012-08-11,27.62,0.44
2012-08-12,27.88,0.58
2012-08-13,28.09,0.43
2012-08-14,27.9,0.24
2012-08-15,27.97,3.78
2012-08-16,27.16,4.63
2012-08-17,26.08,2.5
2012-08-18,26.97,0.28
2012-08-19,27.74,0.02
2012-08-20,27.72,0.02
2012-08-21,27.38,0.12
2012-08-22,28.01,0.1
2012-08-23,28.56,0.43
2012-08-24,27.77,1.63
2012-08-25,28.17,1.37
2012-08-26,27.55,0.48
2012-08-27,27.54,0.56
2012-08-28,27.38,0.22
2012-08-29,27.16,3.21
2012-08-30,26.67,2.14
2012-08-31,26.41,1.17
2012-09-01,26.72,2.39
2012-09-02,27.27,1.73
2012-09-03,27.21,0.95
2012-09-04,26.66,0.34
2012-09-05,28.56,0.01
2012-09-06,28.26,0.49
2012-09-07,26.94,1.7
2012-09-08,27.68,1.12
2012-09-09,27.06,0.38
2012-09-10,27.26,0.18
2012-09-11,28.07,0.16
2012-09-12,28.34,0.0
2012-09-13,28.27,0.04
2012-09-14,28.38,0.15
2012-09-15,28.03,1.34
2012-09-16,28.27,1.12
2012-09-17,28.03,0.55
2012-09-18,28.41,1.31
2012-09-19,28.8,0.47
2012-09-20,28.33,0.76
2012-09-21,28.91,1.04
2012-09-22,27.95,5.39
2012-09-23,27.18,2.73
2012-09-24,27.38,3.86
2012-09-25,27.93,2.81
2012-09-26,27.92,2.49
2012-09-27,26.97,9.12
2012-09-28,26.25,9.45
2012-09-29,27.68,0.43
2012-09-30,27.77,0.03
2012-10-01,27.36,0.04
2012-10-02,27.43,0.02
2012-10-03,28.2,0.0
2012-10-04,28.82,0.0
2012-10-05,28.84,0.0
2012-10-06,28.64,0.66
2012-10-07,28.76,2.18
2012-10-08,28.3,7.06
2012-10-09,27.22,19.43
2012-10-10,26.81,19.77
2012-10-11,27.51,4.03
2012-10-12,26.78,39.59
2012-10-13,26.68,38.88
2012-10-14,26.3,25.33
2012-10-15,25.38,17.21
2012-10-16,24.81,17.12
2012-10-17,24.98,7.54
2012-10-18,25.59,4.07
2012-10-19,25.42,29.38
2012-10-20,25.7,37.91
2012-10-21,25.71,14.87
2012-10-22,25.05,10.16
2012-10-23,24.89,21.45
2012-10-24,25.07,9.15
2012-10-25,25.72,3.22
2012-10-26,26.0,3.39
2012-10-27,25.87,16.23
2012-10-28,25.58,43.24
2012-10-29,25.17,46.73
2012-10-30,24.39,30.98
2012-10-31,25.35,29.51
2012-11-01,25.11,24.89
2012-11-02,25.16,2.81
2012-11-03,25.4,0.0
2012-11-04,25.85,0.71
2012-11-05,25.82,3.47
2012-11-06,25.42,9.47
2012-11-07,25.36,11.31
2012-11-08,25.55,20.0
2012-11-09,25.54,17.6
2012-11-10,25.33,5.19
2012-11-11,24.78,3.78
2012-11-12,24.83,3.55
2012-11-13,24.49,1.89
2012-11-14,25.12,5.14
2012-11-15,24.92,11.3
2012-11-16,24.86,6.6
2012-11-17,24.93,0.12
2012-11-18,25.05,0.01
2012-11-19,25.09,0.18
2012-11-20,25.45,0.09
2012-11-21,25.89,0.41
2012-11-22,26.22,4.29
2012-11-23,25.94,15.0
2012-11-24,25.26,10.41
2012-11-25,24.65,7.72
2012-11-26,25.02,40.27
2012-11-27,24.55,27.97
2012-11-28,24.25,4.65
2012-11-29,24.17,0.01
2012-11-30,23.48,0.0
2012-12-01,22.35,0.0
2012-12-02,23.41,0.05
2012-12-03,24.74,13.85
2012-12-04,25.26,18.23
2012-12-05,24.98,5.66
2012-12-06,25.09,15.95
2012-12-07,25.03,2.89
2012-12-08,25.0,0.44
2012-12-09,24.58,0.62
2012-12-10,23.61,0.0
2012-12-11,23.61,0.0
2012-12-12,23.84,0.0
2012-12-13,23.26,0.0
2012-12-14,23.4,0.3
2012-12-15,24.12,10.9
2012-12-16,24.28,32.74
2012-12-17,23.69,92.67
2012-12-18,24.37,66.52
2012-12-19,24.46,22.38
2012-12-20,24.45,10.85
2012-12-21,24.53,19.54
2012-12-22,24.29,68.56
2012-12-23,24.14,23.07
2012-12-24,24.66,11.94
2012-12-25,25.09,9.99
2012-12-26,25.29,16.73
2012-12-27,25.51,36.19
2012-12-28,25.02,21.61
2012-12-29,25.21,1.65
2012-12-30,25.74,8.45
2012-12-31,25.17,2.56
2013-01-01,24.56,0.13
2013-01-02,24.55,5.07
2013-01-03,24.72,24.89
2013-01-04,24.21,5.9
2013-01-05,23.74,2.09
2013-01-06,24.48,3.93
2013-01-07,24.68,48.95
2013-01-08,24.95,35.71
2013-01-09,25.43,23.19
2013-01-10,24.7,33.93
2013-01-11,24.33,4.9
2013-01-12,23.31,0.11
2013-01-13,21.9,0.0
2013-01-14,22.19,0.0
2013-01-15,22.79,0.0
2013-01-16,22.68,0.0
2013-01-17,22.38,0.0
2013-01-18,22.15,0.0
2013-01-19,22.94,0.03
2013-01-20,24.23,3.29
2013-01-21,24.31,0.13
2013-01-22,24.33,2.01
2013-01-23,24.56,11.21
2013-01-24,24.11,17.94
2013-01-25,24.07,5.04
2013-01-26,23.95,0.26
2013-01-27,23.44,0.05
2013-01-28,23.19,0.0
2013-01-29,22.99,0.0
2013-01-30,22.78,0.0
2013-01-31,22.73,0.0
2013-02-01,23.79,0.01
2013-02-02,24.16,0.07
2013-02-03,24.1,0.72
2013-02-04,24.85,22.84
2013-02-05,25.04,6.86
2013-02-06,24.66,4.49
2013-02-07,24.71,2.53
2013-02-08,24.81,0.78
2013-02-09,24.83,0.92
2013-02-10,24.74,1.57
2013-02-11,24.1,14.34
2013-02-12,23.87,25.38
2013-02-13,24.68,33.09
2013-02-14,24.58,15.92
2013-02-15,24.47,0.49
2013-02-16,25.77,2.45
2013-02-17,26.12,5.31
2013-02-18,25.87,3.78
2013-02-19,25.29,7.85
2013-02-20,24.87,0.52
2013-02-21,24.14,0.0
2013-02-22,23.51,0.0
2013-02-23,23.36,0.0
2013-02-24,23.63,0.0
2013-02-25,23.89,0.0
2013-02-26,23.54,0.0
2013-02-27,23.92,0.0
2013-02-28,24.32,0.0
2013-03-01,24.42,0.0
2013-03-02,24.86,0.09
2013-03-03,24.63,1.06
2013-03-04,24.41,30.92
2013-03-05,25.49,11.19
2013-03-06,26.22,5.12
2013-03-07,25.9,3.52
2013-03-08,26.17,5.43
2013-03-09,25.67,1.97
2013-03-10,25.89,0.44
2013-03-11,25.88,0.27
2013-03-12,25.62,0.2
2013-03-13,25.72,0.75
2013-03-14,25.8,8.89
2013-03-15,25.99,9.32
2013-03-16,25.46,6.26
2013-03-17,25.62,0.09
2013-03-18,25.35,0.05
2013-03-19,25.55,0.0
2013-03-20,25.91,0.0
2013-03-21,25.35,0.0
2013-03-22,24.77,0.0
2013-03-23,25.6,2.89
2013-03-24,25.58,46.88
2013-03-25,25.93,8.63
2013-03-26,26.55,3.43
2013-03-27,26.98,1.05
2013-03-28,26.8,9.71
2013-03-29,27.28,16.92
2013-03-30,27.77,1.58
2013-03-31,27.57,1.95
2013-04-01,27.63,0.41
2013-04-02,27.52,0.14
2013-04-03,26.19,0.12
2013-04-04,26.1,0.47
2013-04-05,26.34,1.52
2013-04-06,26.59,0.01
2013-04-07,27.56,0.11
2013-04-08,27.69,0.22
2013-04-09,27.66,3.36
2013-04-10,26.67,3.22
2013-04-11,26.86,1.2
2013-04-12,26.88,4.57
2013-04-13,27.0,13.32
2013-04-14,27.07,13.59
2013-04-15,26.83,8.0
2013-04-16,27.19,2.27
2013-04-17,27.35,1.24
2013-04-18,27.33,0.34
2013-04-19,27.82,0.01
2013-04-20,27.26,0.21
2013-04-21,27.5,0.34
2013-04-22,27.46,4.82
2013-04-23,27.33,6.4
2013-04-24,27.75,3.83
2013-04-25,27.41,5.92
2013-04-26,27.43,4.34
2013-04-27,27.59,2.0
2013-04-28,27.02,0.5
2013-04-29,27.13,2.61
2013-04-30,27.4,1.3
2013-05-01,27.27,12.64
2013-05-02,26.23,7.0
2013-05-03,26.34,13.09
2013-05-04,26.66,3.84
2013-05-05,27.16,2.41
2013-05-06,27.16,7.63
2013-05-07,26.86,1.61
2013-05-08,26.94,0.15
2013-05-09,27.31,0.06
2013-05-10,27.88,0.0
2013-05-11,27.58,0.0
2013-05-12,27.37,13.63
2013-05-13,26.34,18.68
2013-05-14,26.48,13.93
2013-05-15,26.8,0.0
2013-05-16,27.06,0.0
2013-05-17,27.0,0.38
2013-05-18,27.04,0.24
2013-05-19,26.73,0.54
2013-05-20,26.71,0.5
2013-05-21,26.58,0.38
2013-05-22,26.43,0.19
2013-05-23,27.11,0.06
2013-05-24,27.45,0.33
2013-05-25,26.87,0.51
2013-05-26,26.65,0.13
2013-05-27,26.62,0.02
2013-05-28,26.49,0.33
2013-05-29,26.77,0.63
2013-05-30,26.89,3.04
2013-05-31,26.29,6.44
2013-06-01,25.73,6.88
2013-06-02,26.0,3.64
2013-06-03,26.49,1.66
2013-06-04,26.67,1.11
2013-06-05,26.38,0.61
2013-06-06,26.97,0.39
2013-06-07,26.66,2.81
2013-06-08,25.32,5.4
2013-06-09,26.37,1.67
2013-06-10,26.78,0.6
2013-06-11,26.88,0.94
2013-06-12,25.99,2.97
2013-06-13,25.86,2.87
2013-06-14,26.74,1.35
2013-06-15,26.87,1.04
2013-06-16,26.92,2.1
2013-06-17,25.91,3.4
2013-06-18,26.29,1.57
2013-06-19,26.57,1.71
2013-06-20,26.75,0.48
2013-06-21,26.65,1.97
2013-06-22,26.27,1.89
2013-06-23,26.24,2.07
2013-06-24,26.67,2.08
2013-06-25,26.64,2.74
2013-06-26,26.85,1.48
2013-06-27,26.71,0.07
2013-06-28,26.23,0.89
2013-06-29,26.76,0.69
2013-06-30,26.39,0.57
2013-07-01,25.98,0.46
2013-07-02,26.32,1.78
2013-07-03,26.65,0.95
2013-07-04,27.33,0.32
2013-07-05,27.19,0.92
2013-07-06,26.49,12.82
2013-07-07,25.64,9.48
2013-07-08,25.39,1.08
2013-07-09,25.9,1.14
2013-07-10,25.55,2.14
2013-07-11,26.06,0.37
2013-07-12,26.33,0.03
2013-07-13,25.92,0.02
2013-07-14,26.72,0.07
2013-07-15,26.78,0.49
2013-07-16,26.02,0.42
2013-07-17,26.19,0.24
2013-07-18,26.25,0.53
2013-07-19,26.63,0.1
2013-07-20,26.55,0.03
2013-07-21,26.91,0.25
2013-07-22,25.84,1.34
2013-07-23,26.1,2.87
2013-07-24,26.16,3.56
2013-07-25,26.18,3.09
2013-07-26,26.23,1.2
2013-07-27,27.21,0.25
2013-07-28,27.3,0.05
2013-07-29,27.17,0.01
2013-07-30,27.21,0.0
2013-07-31,27.03,0.0
2013-08-01,27.15,0.2
2013-08-02,26.72,0.99
2013-08-03,27.44,0.7
2013-08-04,26.14,3.13
2013-08-05,26.12,1.84
2013-08-06,26.26,0.03
2013-08-07,26.7,0.0
2013-08-08,26.85,0.98
2013-08-09,25.54,15.43
2013-08-10,25.68,14.6
2013-08-11,26.23,2.52
2013-08-12,26.38,5.09
2013-08-13,26.21,1.35
2013-08-14,26.6,0.02
2013-08-15,26.43,0.01
2013-08-16,26.85,0.0
2013-08-17,27.27,0.02
2013-08-18,26.74,0.04
2013-08-19,27.58,0.01
2013-08-20,27.5,0.03
2013-08-21,27.24,0.08
2013-08-22,27.23,0.02
2013-08-23,27.85,0.0
2013-08-24,27.53,0.0
2013-08-25,28.0,0.0
2013-08-26,27.67,1.21
2013-08-27,27.15,3.11
2013-08-28,26.99,9.15
2013-08-29,28.3,6.04
2013-08-30,27.87,2.01
2013-08-31,27.8,4.29
2013-09-01,26.28,5.17
2013-09-02,26.31,3.0
2013-09-03,26.34,0.34
2013-09-04,26.6,0.17
2013-09-05,26.39,3.76
2013-09-06,25.8,15.18
2013-09-07,25.13,15.67
2013-09-08,26.03,1.37
2013-09-09,26.11,1.27
2013-09-10,26.17,2.77
2013-09-11,25.86,6.54
2013-09-12,25.54,7.91
2013-09-13,26.24,7.08
2013-09-14,26.74,0.89
2013-09-15,26.81,0.92
2013-09-16,26.76,1.59
2013-09-17,26.51,3.5
2013-09-18,26.11,1.67
2013-09-19,27.23,0.74
2013-09-20,27.12,1.08
2013-09-21,27.15,0.08
2013-09-22,27.05,0.0
2013-09-23,26.83,0.0
2013-09-24,27.0,0.0
2013-09-25,27.72,0.0
2013-09-26,27.82,0.0
2013-09-27,27.81,0.0
2013-09-28,27.44,0.0
2013-09-29,27.26,0.0
2013-09-30,27.47,0.07
2013-10-01,27.14,0.26
2013-10-02,27.42,0.18
2013-10-03,27.29,0.05
2013-10-04,27.48,0.02
2013-10-05,27.17,0.01
2013-10-06,27.03,0.0
2013-10-07,27.53,0.01
2013-10-08,27.45,1.02
2013-10-09,27.04,1.74
2013-10-10,27.27,0.35
2013-10-11,27.05,0.1
2013-10-12,27.43,0.21
2013-10-13,27.63,0.1
2013-10-14,28.61,1.0
2013-10-15,28.49,0.41
2013-10-16,27.75,2.89
2013-10-17,26.57,1.43
2013-10-18,26.38,20.62
2013-10-19,24.82,32.28
2013-10-20,24.87,22.18
2013-10-21,25.71,4.79
2013-10-22,26.33,2.11
2013-10-23,26.98,0.28
2013-10-24,26.29,0.03
2013-10-25,26.29,0.22
2013-10-26,26.67,0.07
2013-10-27,26.55,0.35
2013-10-28,26.67,0.16
2013-10-29,27.03,1.5
2013-10-30,26.2,19.47
2013-10-31,25.61,11.63
2013-11-01,26.48,5.55
2013-11-02,25.44,7.73
2013-11-03,25.69,9.3
2013-11-04,25.62,3.68
2013-11-05,26.16,1.29
2013-11-06,26.0,5.81
2013-11-07,25.51,3.14
2013-11-08,25.5,5.65
2013-11-09,25.49,3.85
2013-11-10,26.22,14.46
2013-11-11,25.6,31.91
2013-11-12,25.79,2.95
2013-11-13,24.95,0.03
2013-11-14,25.04,0.0
2013-11-15,24.52,1.92
2013-11-16,25.18,1.66
2013-11-17,25.38,6.86
2013-11-18,24.7,7.69
2013-11-19,25.19,16.12
2013-11-20,25.54,1.15
2013-11-21,25.94,0.0
2013-11-22,25.77,1.07
2013-11-23,25.66,26.15
2013-11-24,25.38,13.6
2013-11-25,25.13,2.32
2013-11-26,25.61,14.48
2013-11-27,24.98,0.04
2013-11-28,24.63,0.0
2013-11-29,24.4,0.0
2013-11-30,24.6,9.08
2013-12-01,24.18,14.86
2013-12-02,23.44,15.45
2013-12-03,24.09,3.77
2013-12-04,24.88,11.45
2013-12-05,24.69,18.01
2013-12-06,24.98,3.24
2013-12-07,24.84,1.75
2013-12-08,25.27,0.0
2013-12-09,24.31,0.0
2013-12-10,24.84,0.0
2013-12-11,25.16,0.0
2013-12-12,23.91,8.94
2013-12-13,24.56,0.92
2013-12-14,24.76,4.58
2013-12-15,25.14,13.72
2013-12-16,23.64,0.27
2013-12-17,23.08,0.05
2013-12-18,24.27,0.24
2013-12-19,24.47,1.05
2013-12-20,24.56,1.21
2013-12-21,24.53,0.42
2013-12-22,23.61,0.11
2013-12-23,23.86,1.94
2013-12-24,24.33,1.86
2013-12-25,23.91,0.16
2013-12-26,23.1,0.03
2013-12-27,23.57,0.39
2013-12-28,23.53,0.15
2013-12-29,23.29,0.0
2013-12-30,23.9,0.01
2013-12-31,24.2,0.08
2014-01-01,24.07,0.07
2014-01-02,24.15,0.05
2014-01-03,23.8,1.14
2014-01-04,23.92,3.86
2014-01-05,24.13,4.51
2014-01-06,24.37,9.12
2014-01-07,24.17,42.59
2014-01-08,24.95,1.01
2014-01-09,24.55,0.11
2014-01-10,23.96,0.01
2014-01-11,24.1,0.0
2014-01-12,24.57,3.11
2014-01-13,24.44,4.83
2014-01-14,24.8,2.51
2014-01-15,24.45,35.28
2014-01-16,24.4,10.56
2014-01-17,23.84,0.28
2014-01-18,23.6,0.02
2014-01-19,23.43,0.05
2014-01-20,23.65,0.02
2014-01-21,24.24,0.17
2014-01-22,24.23,0.25
2014-01-23,24.15,0.46
2014-01-24,24.1,0.01
2014-01-25,23.55,0.02
2014-01-26,23.62,0.04
2014-01-27,24.2,0.02
2014-01-28,24.74,0.79
2014-01-29,24.76,4.4
2014-01-30,25.11,4.89
2014-01-31,25.37,0.8
2014-02-01,25.53,0.69
2014-02-02,25.11,0.2
2014-02-03,24.99,0.0
2014-02-04,24.39,0.0
2014-02-05,23.37,0.0
2014-02-06,23.51,0.0
2014-02-07,24.04,0.0
2014-02-08,24.65,0.0
2014-02-09,24.88,0.0
2014-02-10,24.17,0.0
2014-02-11,24.38,0.0
2014-02-12,25.27,0.0
2014-02-13,26.03,0.0
2014-02-14,26.66,0.0
2014-02-15,27.11,0.0
2014-02-16,27.57,0.0
2014-02-17,27.98,0.0
2014-02-18,27.29,0.05
2014-02-19,27.05,2.95
2014-02-20,26.9,0.73
2014-02-21,27.14,0.0
2014-02-22,27.41,0.03
2014-02-23,26.76,6.73
2014-02-24,27.05,1.75
2014-02-25,27.43,0.13
2014-02-26,27.09,4.01
2014-02-27,26.22,11.42
2014-02-28,26.17,0.16
2014-03-01,26.83,0.0
2014-03-02,26.54,0.0
2014-03-03,26.98,2.32
2014-03-04,27.24,0.56
2014-03-05,27.28,4.4
2014-03-06,27.12,3.21
2014-03-07,27.17,1.12
2014-03-08,27.18,0.75
2014-03-09,26.7,0.03
2014-03-10,27.2,0.0
2014-03-11,26.39,0.0
2014-03-12,27.22,0.0
2014-03-13,27.05,0.0
2014-03-14,27.12,0.0
2014-03-15,26.86,0.0
2014-03-16,28.0,0.0
2014-03-17,28.52,0.01
2014-03-18,28.96,0.32
2014-03-19,27.36,4.03
2014-03-20,28.71,0.16
2014-03-21,29.35,0.08
2014-03-22,28.68,0.03
2014-03-23,28.67,0.0
2014-03-24,27.91,0.0
2014-03-25,28.19,0.04
2014-03-26,28.37,0.0
2014-03-27,28.66,0.12
2014-03-28,29.48,0.01
2014-03-29,28.66,0.0
2014-03-30,28.84,0.0
2014-03-31,29.9,0.0
2014-04-01,31.0,0.1
2014-04-02,31.28,1.25
2014-04-03,30.85,0.02
2014-04-04,30.45,0.66
2014-04-05,29.04,5.88
2014-04-06,29.0,9.66
2014-04-07,29.42,8.2
2014-04-08,27.78,18.97
2014-04-09,27.84,5.37
2014-04-10,28.95,2.31
2014-04-11,28.2,2.46
2014-04-12,29.6,0.01
2014-04-13,28.95,4.54
2014-04-14,28.11,5.28
2014-04-15,29.01,1.32
2014-04-16,28.65,5.7
2014-04-17,28.23,6.89
2014-04-18,28.53,11.94
2014-04-19,28.89,1.57
2014-04-20,28.86,1.73
2014-04-21,28.7,3.75
2014-04-22,28.46,13.61
2014-04-23,28.65,8.14
2014-04-24,28.63,7.8
2014-04-25,27.99,4.04
2014-04-26,29.52,1.2
2014-04-27,29.04,7.7
2014-04-28,28.11,19.16
2014-04-29,27.36,32.65
2014-04-30,27.04,15.75
2014-05-01,26.53,4.21
2014-05-02,27.41,24.18
2014-05-03,26.52,30.35
2014-05-04,26.05,24.59
2014-05-05,25.73,21.85
2014-05-06,26.04,7.37
2014-05-07,26.46,4.9
2014-05-08,26.76,12.96
2014-05-09,26.91,10.38
2014-05-10,26.59,1.68
2014-05-11,27.09,0.07
2014-05-12,27.38,0.49
2014-05-13,27.18,0.19
2014-05-14,27.26,0.0
2014-05-15,27.45,0.0
2014-05-16,26.97,0.0
2014-05-17,27.01,0.0
2014-05-18,26.7,0.0
2014-05-19,26.4,0.01
2014-05-20,26.56,0.72
2014-05-21,26.87,0.6
2014-05-22,27.11,0.02
2014-05-23,27.42,0.0
2014-05-24,27.4,0.01
2014-05-25,26.59,0.01
2014-05-26,27.14,0.0
2014-05-27,27.4,0.05
2014-05-28,27.37,1.11
2014-05-29,26.97,2.79
2014-05-30,27.32,0.59
2014-05-31,27.8,0.01
2014-06-01,27.59,0.28
2014-06-02,27.3,2.08
2014-06-03,26.7,1.77
2014-06-04,26.99,0.66
2014-06-05,27.42,0.21
2014-06-06,27.45,0.12
2014-06-07,27.39,0.28
2014-06-08,27.3,1.68
2014-06-09,26.6,0.97
2014-06-10,26.77,0.02
2014-06-11,27.42,0.4
2014-06-12,27.42,2.47
2014-06-13,27.1,0.9
2014-06-14,27.24,0.0
2014-06-15,27.6,0.0
2014-06-16,27.74,0.0
2014-06-17,27.88,0.0
2014-06-18,27.18,0.11
2014-06-19,27.73,0.53
2014-06-20,27.29,0.96
2014-06-21,27.82,0.14
2014-06-22,27.58,0.13
2014-06-23,28.23,0.02
2014-06-24,27.82,0.11
2014-06-25,27.84,0.1
2014-06-26,27.58,0.01
2014-06-27,27.89,0.0
2014-06-28,28.03,0.22
2014-06-29,28.0,0.32
2014-06-30,28.11,1.36
2014-07-01,27.2,3.22
2014-07-02,27.27,0.22
2014-07-03,28.07,0.56
2014-07-04,27.98,0.63
2014-07-05,27.51,0.77
2014-07-06,27.3,0.58
2014-07-07,27.43,0.3
2014-07-08,27.97,0.09
2014-07-09,27.54,0.63
2014-07-10,26.57,1.55
2014-07-11,26.76,1.36
2014-07-12,26.79,0.04
2014-07-13,27.92,0.01
2014-07-14,27.42,0.21
2014-07-15,26.88,0.81
2014-07-16,27.56,0.21
2014-07-17,28.24,0.0
2014-07-18,27.95,0.05
2014-07-19,27.43,0.1
2014-07-20,27.54,0.01
2014-07-21,27.53,0.01
2014-07-22,27.63,0.46
2014-07-23,27.58,0.61
2014-07-24,27.8,0.02
2014-07-25,28.05,0.0
2014-07-26,28.44,0.3
2014-07-27,27.81,0.81
2014-07-28,27.1,0.72
2014-07-29,27.63,0.14
2014-07-30,28.2,0.31
2014-07-31,28.12,0.7
2014-08-01,27.53,1.2
2014-08-02,27.48,1.26
2014-08-03,27.31,0.8
2014-08-04,27.37,0.44
2014-08-05,27.37,0.91
2014-08-06,28.05,0.23
2014-08-07,28.01,2.87
2014-08-08,26.2,9.17
2014-08-09,27.87,0.01
2014-08-10,27.01,1.53
2014-08-11,26.09,2.5
2014-08-12,26.87,0.02
2014-08-13,26.57,0.01
2014-08-14,26.96,0.0
2014-08-15,26.67,1.08
2014-08-16,25.19,10.33
2014-08-17,25.51,4.32
2014-08-18,26.23,1.98
2014-08-19,26.23,1.16
2014-08-20,27.28,0.71
2014-08-21,27.21,5.09
2014-08-22,26.49,23.43
2014-08-23,26.19,5.96
2014-08-24,26.54,0.94
2014-08-25,27.17,0.18
2014-08-26,27.44,0.01
2014-08-27,26.73,0.0
2014-08-28,27.82,0.01
2014-08-29,28.02,0.01
2014-08-30,27.61,0.3
2014-08-31,27.56,0.42
2014-09-01,26.8,3.91
2014-09-02,26.76,6.47
2014-09-03,26.56,3.45
2014-09-04,26.59,0.67
2014-09-05,26.32,0.54
2014-09-06,26.39,0.23
2014-09-07,27.79,0.5
2014-09-08,27.47,0.52
2014-09-09,28.21,0.23
2014-09-10,27.79,0.59
2014-09-11,27.72,2.42
2014-09-12,27.39,0.43
2014-09-13,27.67,0.3
2014-09-14,27.55,1.65
2014-09-15,27.61,1.74
2014-09-16,26.9,1.36
2014-09-17,27.48,0.06
2014-09-18,27.46,0.05
2014-09-19,27.69,0.05
2014-09-20,28.36,0.01
2014-09-21,28.5,0.25
2014-09-22,28.69,0.25
2014-09-23,28.9,1.14
2014-09-24,28.09,10.55
2014-09-25,27.19,26.28
2014-09-26,26.28,18.28
2014-09-27,26.73,10.66
2014-09-28,27.01,16.97
2014-09-29,26.07,20.03
2014-09-30,26.62,36.4
2014-10-01,25.9,33.08
2014-10-02,26.23,3.35
2014-10-03,26.86,0.53
2014-10-04,25.58,1.19
2014-10-05,25.8,0.83
2014-10-06,25.81,0.7
2014-10-07,26.21,1.98
2014-10-08,25.96,4.15
2014-10-09,26.12,5.53
2014-10-10,26.49,6.22
2014-10-11,26.55,0.41
2014-10-12,26.8,0.01
2014-10-13,27.0,0.09
2014-10-14,26.8,5.45
2014-10-15,26.38,18.06
2014-10-16,25.69,17.18
2014-10-17,25.07,22.4
2014-10-18,24.87,25.86
2014-10-19,24.87,6.96
2014-10-20,25.29,5.48
2014-10-21,25.0,32.31
2014-10-22,25.77,20.83
2014-10-23,25.67,10.92
2014-10-24,26.27,22.72
2014-10-25,26.42,16.72
